Sample_ID	Cell_Line	Source	Primary_Site	Histology	Histology_Subtype
GSM887687	T98G	ATCC	central_nervous_system	glioma	astrocytoma_Grade_IV
GSM887688	TALL-1	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
GSM887689	TC-71	DSMZ	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NA
GSM887690	TCC-PAN2	HSRRB	pancreas	carcinoma	NA
GSM887691	TE-10	RIKEN	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887692	TE-11	RIKEN	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887693	TE-14	RIKEN	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887694	TE-15	RIKEN	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887695	TE-1	RIKEN	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887696	TE 441.T	ATCC	soft_tissue	rhabdomyosarcoma	NA
GSM887697	TE-4	RIKEN	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887698	TE-5	RIKEN	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887699	TE 617.T	ATCC	soft_tissue	rhabdomyosarcoma	NA
GSM887700	TE-6	RIKEN	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887701	TE-8	RIKEN	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887702	TE-9	RIKEN	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887703	TEN	RIKEN	endometrium	carcinoma	clear_cell_carcinoma
GSM887704	TF-1	ATCC	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887705	TGBC11TKB	RIKEN	stomach	carcinoma	NA
GSM887706	THP-1	ATCC	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887707	TM-31	RIKEN	central_nervous_system	glioma	astrocytoma
GSM887708	TO 175.T	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
GSM887709	Toledo	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887710	TOV-112D	ATCC	ovary	carcinoma	endometrioid_carcinoma
GSM887711	TOV-21G	ATCC	ovary	carcinoma	clear_cell_carcinoma
GSM887712	TT2609-C02	DSMZ	thyroid	carcinoma	follicular_carcinoma
GSM887713	T.T	HSRRB	oesophagus	carcinoma	squamous_cell_carcinoma
GSM887714	TT	ATCC	thyroid	carcinoma	medullary_carcinoma
GSM887715	TUHR10TKB	RIKEN	kidney	carcinoma	NA
GSM887716	TUHR14TKB	RIKEN	kidney	carcinoma	NA
GSM887717	TUHR4TKB	RIKEN	kidney	carcinoma	NA
GSM887718	TYK-nu	HSRRB	ovary	carcinoma	undifferentiated_carcinoma
GSM887719	U-138 MG	ATCC	central_nervous_system	glioma	astrocytoma
GSM887720	U-251 MG	HSRRB	central_nervous_system	glioma	astrocytoma
GSM887721	U266B1	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
GSM887722	U-2 OS	ATCC	bone	osteosarcoma	NA
GSM887723	U-87 MG	ATCC	central_nervous_system	glioma	astrocytoma
GSM887724	U-937	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887725	UACC-257	NCI/DCTD	skin	malignant_melanoma	NA
GSM887726	UACC-62	NCI/DCTD	skin	malignant_melanoma	NA
GSM887727	UACC-812	ATCC	breast	carcinoma	ductal_carcinoma
GSM887728	UACC-893	ATCC	breast	carcinoma	ductal_carcinoma
GSM887729	UM-UC-3	ATCC	urinary_tract	carcinoma	transitional_cell_carcinoma
GSM887730	UT-7	DSMZ	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887731	VCaP	ATCC	prostate	carcinoma	adenocarcinoma
GSM887732	VM-CUB1	DSMZ	urinary_tract	carcinoma	transitional_cell_carcinoma
GSM887733	VMRC-RCW	RIKEN	kidney	carcinoma	NA
GSM887734	VMRC-RCZ	HSRRB	kidney	carcinoma	renal_cell_carcinoma
GSM887735	WM-115	ATCC	skin	malignant_melanoma	NA
GSM887736	WM1799	Academic Lab	skin	malignant_melanoma	NA
GSM887737	WM-266-4	ATCC	skin	malignant_melanoma	NA
GSM887738	WM-793	Academic Lab	skin	malignant_melanoma	NA
GSM887739	WM-88	Academic Lab	skin	malignant_melanoma	NA
GSM887740	WM-983B	Academic Lab	skin	malignant_melanoma	NA
GSM887741	WSU-DLCL2	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887742	YAPC	DSMZ	pancreas	carcinoma	NA
GSM887743	YD-10B	KCLB	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887744	YD-15	KCLB	salivary_gland	carcinoma	mucoepidermoid_carcinoma
GSM887745	YD-38	KCLB	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887746	YD-8	KCLB	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887747	YH-13	HSRRB	central_nervous_system	glioma	astrocytoma_Grade_IV
GSM887748	YKG1	HSRRB	central_nervous_system	glioma	astrocytoma_Grade_IV
GSM887749	YMB-1	HSRRB	breast	carcinoma	NA
GSM887750	ZR-75-1	ATCC	breast	carcinoma	ductal_carcinoma
GSM887751	ZR-75-30	ATCC	breast	carcinoma	ductal_carcinoma
